,images,label,content,contentc,contentp
10,rumor_images/6d0dd6cdjw1enbwjdver1j20in0etq6h.jpg,0,"急找孩子，求转，求帮忙&nbsp;&nbsp;&nbsp;实验小学 寻人启事 13759695559 帮忙扩散，今天上午一个三岁多小女孩在临沂市锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码 从监控上看是被一个四十多岁男人抱走了现大人都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下 联系人 张静杰13759695559
","A three-year-old girl was abducted near the Jinxiu Garden District, Linyi City. Her dad's mobile phone number was taken away by a man in his for",
11,rumor_images/83288705jw1dwsdyl15p3j.jpg,0,"【这些洋货不能吃了！爆料“丹麦蓝罐曲奇也有毒】国家质检总局进口不合格食品黑榜：挪威的大西洋鲑鱼，检出副溶血性弧菌，被销毁。韩国进口的乐天牌巧克力粒，德国进口的欧尚85%黑巧克力，均发现铜超标，被退货或销毁。丹麦奇新蓝罐有限公司生产的曲奇(饼干)，大肠菌群超标，被销毁。（北京晚报）
"," Atlantic salmon in Norway, detecting paramine hemolytic vibrations, was destroyed. The cookies (biscuits) produced by Danish Qixin Blue Tank Co., Ltd. were exceeded",
12,rumor_images/87859e2cgw1e40o13cgiuj20pf0dvwic.jpg,0,"红十字会，必须做出解释！
",The Red Cross must explain!,"钙检:和改变昌间:-::点击:国生:上攻国，二和六发言;次“发园;号。弛后更新:--.:回复收藏分享更多悦请帮忙转发,披露中国的领官;今天又两个中江县红十字会的人来我们这里购买了万多元的救灾药品，但要求我们开万多元的发票。我们《成都制药一厂)没有答应，结果由隔壁通化一家药厂经营部开给他们了。强烈诞责中国红十字会，并要中国红十字会对所有捐款去向做出解释，我们的捐款不是让你这样信污的|!!【天价!红所采购的帐徐每顶一万多元，高于市场价数，刚才-采访中国红字会的官员，说是明天会带救灾物资去灾区，下一步将送去价值万元的一千多项帐篷。有人知道行情么?区区空心钢管和栅布措起来的?太离谱了吧?是谁在发国难财!!!没有一万多元那么贵的帐篷,我说的都是单价不是批发价格!如果是大批量购买还要便宜的很多!大家还可以去徇宝查询价格，希望我们的爱心善款可以公开化透明化，钱都是救命的钱，都要花在刀刃上才对!如果你是献出爱心的一份子，你就有权力对你的捐款负责，同时也把此消息转发给你所在的群，不要让我们的爱心被贪官吃了!部队是好样的，把自己的口粮分给灾民，自己到地里控士豆吃我可以留下我的真实身份，吴远，年月日出生，家住什部市方亭镇中心大街西股呈涂害!否则天理难容/"
13,rumor_images/b625ffa8jw1eu65w1hwq4j20gy0qodiv.jpg,0,"110已证实不是假的！大家注意：家里有孩子的 大人都看好了，河南省来了1000多外地人 专偷小孩抢小孩的 郑州已丢20多个，已解剖7个拿走器官！安阳也开始了，凡是街上转悠，跟到家门口楼下就走了，面包车收粮食的车收旧家电的人带黑口罩穿黑裤子，有问路的千万别停下不要理会，收到的都传下，这是事实！
","More than 1,000 foreigners who have stolen children in Henan Province. More than 20 Zhengzhou who have stealed children to grab children. 110 has been confirmed that it is not",人|\了>父术了全二二
14,rumor_images/3ee85c1bjw1dwsuvse3ezj.jpg,0,"真开打了，求证！
","I really started, verify!","您//-|从文件虽。编碍()。坦看()。收藏夫()。工具(帮助()新闻|时政|法治|地方|社会新华网.新华国际>正文两艘军舰与日本海军在钓鱼岛海域发生年月日::合""新华网快讯:生军舰于日在火，我海军被迫还击。评论|国际|港殉|台湾|华人|军事|则经|汽车|房产|视频|图片|直播|访谈【字号:太中小]打印了岛海域维权，突然发现日本军舰向我方靠近，我方向日方警告并要求立即离开该海域，日方不顾我方警告并首先开"
15,rumor_images/735a3772jw1e2wms9139rj.jpg,0,"【华阴市副市长的车对西安警花下毒手！】&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;华阴市副市长的车对西安警花下毒手！&nbsp;&nbsp;【西安警花张昂，拦截高官车，竟然遭碾断手】张昂，前日截查一辆名牌越野车时，司机突然开车，并将其拖行20米，期间女警的... O网页链接
",The car of the deputy mayor of Huayin City is a poisonous hand to Xi'an Police!,
16,rumor_images/48f175b8jw1e6nvv5mv20j20co0hsta8.jpg,0,"！帮忙转发！ 求扩散！虽然知道渺茫，但希望有帮助！同时更多在于警戒 2013年7月15日沈阳，朋友同事的女儿在大润发超市附近被人拐走了，小女孩三岁多，能准确说出她爸爸的手机号码，这是我们同事女儿的照片，从监控上看是被一个四十多岁男人抱走了，现大人都急疯了，有知情者请告之，万分感谢！(转发)
",The daughter of friends and colleagues was abducted near Drun Haodo Supermarket. The little girl was more than three years old and could accurately say her dad's mobile phone number.,
17,rumor_images/89671b19jw1dysdzhua11j.jpg,0,"王平建建议禁止农村孩子读大学???怎么会有人这么说？？你怎么看？？
",Wang Pingjian suggested prohibiting rural children from studying universities? How could anyone say that?IntersectionWhat do you think?Intersection,全国政协委员王平建向党中央建录取农村小孩上大学资格，不鼓励农村小孩上大学。其上有很多坏毛病农村孩子上大学，城市孩子会被影城市孩子也变坏!中央行政手疏禁止农村小孩上大学…农村人身上的很多坏毛病，任何一个有文化的城里人都忍受不了
18,rumor_images/005BLhZOjw1erxsysoxffj30hp0bpt9s.jpg,0,"妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！&nbsp;&nbsp;&nbsp;没有孩子的也请友情转转！！！ 2济宁·市委宿舍
","Wangzi Milk, Coca -Cola, Shuangxiu, Wahaha AD Calcium Milk, Future Star, QQ Star, BeautyJuoyanti fruit granules, pineapple",
19,rumor_images/5355c1c6jw1euh5v8lx8jj20cn0f73zj.jpg,0,"河南一家肯德基出售长了蛆的炸鸡腿，引起顾客不满，随后引发矛盾，最后河南市民，愤怒的将该店砸毁。德基相关负责人称损失超过100万，总部将对闹事人员进行起诉赔偿。此事件曝光后，我们强烈谴责黑心肉鸡作坊。同时警示中国人远离洋垃圾，并不是所有的外国品牌都是好东西。
","A KFC's KFC sold the fried chicken legs, which caused customer dissatisfaction, and then caused contradictions. The relevant person in charge of Deki said that the loss of more than",
20,rumor_images/7b498fb7jw1dwnsdizfnlj.jpg,0,"大家快快转载，让小日本票房为0
","Reprinted quickly, let the little Japanese box office 0",中国人拍的《金陵十三令》人小鬼子票房为零。人小日本拍的《贞子》将于月日在中国大陆上映。而月日既是南京大屠杀纪念日，又是国难日。勿、忘国耻!!作为中国人，敢不敢让贞子月日司票房为堆。的鼠标复制然转起转起!朋友们拿起你后粘贴一下有
21,rumor_images/63d1db5ajw1e3x4c9949bj20hs0iwq5p.jpg,0,"四川大熊猫见到救援人员紧紧抱着[流泪]
",Sichuan giant panda sees rescuers clinging to [crying] [crying],
22,rumor_images/46110911jw1e4nnqn6wbuj20c80e8ab1.jpg,0,"【悬挂大陆国旗，台湾渔船遭炮轰】菲律宾军队中校帕奎奥发表强硬讲话，暗示菲海军正是看到台湾渔船悬挂大陆国旗，误以为是大陆渔船才开枪射击。他告诫周边渔船，务必悬挂自己隶属区域旗帜才是最安全举措。而幸存台湾渔民则称：一直收听大陆广播，以为大陆国际地位强悍，悬挂大陆国旗才更加安全。
","The surviving Taiwanese fishermen said that they have been listening to the mainland broadcast, thinking that the mainland's international status is strong, and it is safer to hang the mainland flag.",
23,rumor_images/c0cfdb74jw1eh08mxpd4nj20hs0npdh6.jpg,0,"谁丟了准考证！！！ 朋友捡到一个高考准考证，谁认识通知下，别耽误了高考大事。 白娅倩 考点一中 考场013 座号11 准考证号204101311／请大家帮忙互相转发，别耽误了孩子高考！联系电话159350789 O网页链接
",Bai Yaqian's test site No. 013 No. 11 admission ticket number 204101311. Who lost the admission ticket!,
24,rumor_images/653e5ee4jw1ee8oa6imzuj20f00qoaaw.jpg,0,"奇迹果然出现：南通讯社3月8日19时32分快讯马来西亚航空公司飞往北京的MH370航班在失联17个小时后，在北纬065515东经1033443海域被正在执行搜救任务的菲律宾海事船发现。 　　飞机被发现时机身破损较严重，但未解体。机舱大部位于水面以下，仅机尾部露出水面，但少部分乘客和机组人员聚集在机尾部机舱
","Malaysian Airlines flight from Malaysia to Beijing was lost for 17 hours. The aircraft was found to be severely damaged by the aircraft, but did not disintegrate.",
25,rumor_images/736f0c7ejw1ev0vm7wn11j20hs0a03zp.jpg,0,"@Bbox小贤:这次天津爆炸事件，截止当天下午，普通群众死亡482人，重症监护室52人没有脱离生命危险，消防大队死亡11人，中队死亡400多，两次爆炸全部阵亡，总计死亡人数1300多人，爆炸面积约方圆一公里，最近的一个居民小区全部被灭，无一生还！而官方说只死亡12名消防官兵！
","There are more than 1,300 people, and the explosion area is about one kilometer. The nearest residential community has been destroyed, and no life! The official said that only 12",
26,rumor_images/56737f8fjw1e2mrrtrl8ij.jpg,0,"记住啊，轮奸要第一个上！&nbsp;&nbsp;&nbsp;李双江之子李天一涉嫌强奸罪被批捕。李的76人律师团领队、法律大学副校长张爱国教授对媒体表示，李天一因是第一个与被害女子发生关系，所以不构成轮奸罪，只是以判罚较轻的强奸罪批捕，这是律师团所有成员共同努力的结果。
","Li Shuangjiang's son Li Tianyi was arrested for suspected rape. Professor Zhang Aiguo, the leader of Li's 76ers and Vice President of the University of Law,",
27,rumor_images/adca4b47tw1e2pbgtl9yjj.jpg,0,"今年3.15又有17种“问题食品”曝光：1兰州拉面，2砂锅粥‘加料’致癌，3来伊份，4立顿茶，5太子了奶粉，6星巴克冰乐，7东北饺子参老鼠肉，8蛋黄派和榴莲酥，9蒙牛，10统一奶茶，11蛇果上蜡，12可乐，13费列巧克力有‘活蛀虫’，14烧烤，15人造鸡蛋，16绝育黄瓜，17果粒橙！这是在服毒吗？
","There are 17 kinds of ""problem food"" exposure of 3.15 this year. 1 Lanzhou ramen, 2 casserole porridge 'ingredients' carcinogen, 3",
28,rumor_images/0067nydPjw1eu3ggi4e36j30dc0nqjry.jpg,0,"紧急通知：家里有孩子的 大人都看好了，江西进贤县，进贤昨天烟草公司旁抢了两个小孩，温圳镇来了200多外地人 专偷小孩抢小孩的 山里何村已丢1个，说凡是街上转悠，跟到家门口楼下就走了，面包车，收粮食的车，收旧家电的，人带黑口罩，穿黑裤子，有问路的千万别停下，不要理会，收到的都传下这是事实
","One, say that everything is on the street, and go downstairs at the door of the house.",
29,rumor_images/005DbgtFjw1ervslpepu7j30b40b40t3.jpg,0,"紧急通知！！！各位妈咪注意 妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！ O网页链接
","QQ star, beautiful juice -source fruit grain milk and pineapple flavor. All contain Botox. Those who have children turn it down!",
30,rumor_images/00639SK7jw1equuvv70fnj30dc0nqwf0.jpg,0,"妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，刚看了新闻：旺仔牛奶。、可口可乐、爽歪歪。娃哈哈AD钙奶、多美滋、雅培、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回[不开心]望家长朋友们注意了 O网页链接
","Wang Zi milk., Coca -Cola, Shuang crooked. AD calcium milk, Domeiz, Abbott, beautiful juice fruit grain milk pineapple flavor. All contain Botox.",
31,rumor_images/d014483djw1es8mlrvpa1j20g40hamxp.jpg,0,"幼儿园都发通知了&nbsp;&nbsp;&nbsp;&nbsp;家长们注意啦：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！
","Wangzi Milk, Coca -Cola, Shuangxiu, Wahaha Ad Calcium Milk, Future Star, QQ Star, Beautiful Sauce Fruit Milk Pineapple flavor. All",
32,rumor_images/730c081egw1e318495wlyj.jpg,0,"这是一位94岁的老奶奶，老伴死了，两个儿子在外打工，每天捡垃圾捡到凌晨两点，不足五点又要去捡，每天只赚5、6块，生病了也不去医院。每转一次腾讯公益就会给她一毛钱，不勉强，有良心的人自然会转。帮帮这位可怜的老人吧，若觉得脏了你的微博可以不转！
",This is a 94 -year -old grandmother. The old wife died. The two sons worked outside. They picked up garbage every day and picked up at two o'clock in the,
33,rumor_images/005QhSMXjw1etecd8m3r3j30f00qoq5x.jpg,0,"家里有孩子的 大人都看好了，周集范桥来了100多外地人 专偷小孩抢小孩的 倪庙已丢俩个，，人带黑口罩，穿黑裤子，有问路的千万别停下，&nbsp;&nbsp;最近我们这边被这些传言闹的人心惶惶，小朋友们都不敢出门了，还有的说直接上家里去抢的，太吓人了，求证，，这到底是真的吗？？@平安商丘 @央视新闻
",Zhou Ji Fanqiao has come to more than 100 foreigners who steal their children. Ni Temple has lost two. People with black masks and black pants.,注意!提醒各位家长，街上来的卖衣服的，辽辽辽牌照的车，是个大高个!喊“三家批发处理”的，带孩子千万躲远点，那是偷孩子的，不是瞎传，是真的!各种货车，后面是雪花板和弄得保温箱.………警惕!!!有爱心者传发出去，刑警队好友发的。有孩子的家长注意了，最近有偷小孩的，开一辆雪佛兰的车，后面跟着一辆面包车，千万要注意孩子别独自玩要，独立一个人在外面，用你的爱心传递一下吧。口小米向浏览次让员贷转发
34,rumor_images/9151c5f2jw1ebdes5unv2j20as0dwgmm.jpg,0,"️️️太好了，卖狗肉违法了， 国家食品药品监督局11月1日开始集中受理狗肉馆举报，举报电话：12331 ．大家扩散出去啊！爱狗狗爱动物！养狗的爱狗的请果断转发，请爱护关心帮助伴侣动物！
",The State Food and Drug Administration began to centrally accept the report of the dog and meat museum on November 1st. Selling dog meat is illegal.,
35,rumor_images/6ac60567jw1evpc20bw1yj20b40b4q3h.jpg,0,"安倍晋三正式辞职—在线播放—优酷网，视频高清在线观看O网页链接
","Abe officially resigned -online play — Youku.com, video high -definition online watch O web link",
36,rumor_images/0066himHjw1ev2f40ygirj30f00qotak.jpg,0,"#天津塘沽大爆炸#这是我们一个老师和她朋友的微信聊天记录&nbsp;&nbsp;我没必要骗人真的&nbsp;&nbsp;感觉可怕&nbsp;&nbsp;现实版匹诺曹&nbsp;&nbsp;别人这样说我还不信&nbsp;&nbsp;结果真是这样。
",This is the WeChat chat history of a teacher and her friend.,台我在塘沽，本救人呢，也帮不什么，就帮台个人，拿个东西，情况还在危险中你怎么会在那?没事吧酚到克是什么样子，什么夺居“相生致昌炸了，死伤多少人吕出”了在琴册，博头提炸，原因不知道，死了，大概没事，就是咯膊有没事的，现在还没有过危险期，可能还有爆炸，给你发信自”就早宇怕人所发不
37,rumor_images/9b2b4fa5jw1ev1e2gvxkhj20fd07jaai.jpg,0,"#塘沽爆炸真相#简直醉人[呵呵]干什么去的[呵呵]
",##[[Hehe] What did you do [haha],一个国际性港口物流中心，个小时过去，不知道爆炸点储藏的是什么，记者待了分钟呕吐不止，滚滚的浓烟，空气检测说没有异常。第一批名消防人员进入现场，二次爆炸被团
38,rumor_images/a269cfe3jw1eejoqh6x4gj20f00qogo5.jpg,0,"马航最新消息 这个号码 13458773821是MH370上一位乘客的号码，能打通但没人接大家给充点话费，别停机了，让爱传递，让祈祷蔓延，这个气候亿万万华人都在等候，别让这唯一的信号断掉。是移动的。我就知道这么多 别问 我是谁 我是雷锋，我已经冲了50。快点充你就会知道飞机的下落！
",Malaysia Airlines's latest news is 13458773821 is the number of the previous passenger MH370. It can be opened but no one can pick up everyone to pay the,腾云仿联驾祥云，(了酒海郡。(估于蓬莱阁，
39,rumor_images/69d3aa3djw1eot747qr4vj20f10qot9j.jpg,0,"#寻人启事#13759695559 帮忙扩散，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码 从监控上看是被一个四十多岁男人抱走了现大人都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下 联系人 张静杰13759695559
",A three-year-old girl was abducted near the Fairview Garden Community.,
40,rumor_images/7aef87bbjw1e3yaigyuknj20hj0oo42l.jpg,0,"【这个可以有！】请大家5月13号一定别进影院，大家一起为《贞子》票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的《贞子》3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，爱国的就转发吧!
","The 3D ""Sadoko"" shot by Little Japan will be released on May 12 in mainland China. May 12 is the anniversary of the Nanjing Massacre.",
41,rumor_images/6f08d871jw1dz4k84wjenj.jpg,0,"我校需要小孩的衣服，新旧不限 ，四川藏族地区，也是世界海拔最高的地区，需要四到十岁孩子的旧衣服和鞋子，洗干净就可以。因为小朋友衣服少，捐的人少，所以这个岁数的孩子缺衣服。 地址：甘孜藏族自治州石渠县西区长沙贡马乡小学， 邮编：627350 校长：达洼18923491809， （祈请给孩子们温暖的冬天）
",Sichuan Tibetan areas are also the highest altitude in the world. Old clothes and shoes of children 4 to ten years old are needed to wash.,
42,rumor_images/88ad5c7djw1e1l6asft1xj.jpg,0,"#优点听说#轰动全国的安徽籍民工秦某在上海市长宁区散落17600元遭哄抢，今查实，警方在秦某取款银行处查实，秦某仅取款7600元，而非秦某谎称的17600元，而截至今日秦某的7600元已全返还，所以剩下的一万元永不可能出现了。秦某的演技，使得上海声誉受损，另市民仅去电视台为其捐款就达三万余元。转
","Qin's acting skills have damaged Shanghai's reputation. Another citizen only went to the TV station to donate more than 30,000 yuan.",
43,rumor_images/005AQKDZgw1epes4fjeahj30f00hl40x.jpg,0,"【中国需要这样的医生】比起那些没钱就给停药的&quot;救死扶伤&quot;医院，比起那些不给红包就刁难患者的&quot;天使&quot;，她是真正&quot;救死扶伤&quot;的最美医生！然而，最美医生却在经受着法律带来的委屈，李芊医生路遇孕妇助其生产，但事后却以“非法行医”被告上法庭，难道在医院之外医生就不是医生了？O网页链接
","Dr. Li Yan encountered pregnant women to help him produce, but afterwards, he went to court with the defendant of ""illegal medicine"". Isn't the doctor a doctor outside the hospital?","抒医-医妨实名村交辐?微信公众号关注方法:、用微信扫描右图二维码，即可添加为好友。、也可用微信坦找云医或,添加好友。"
44,rumor_images/7e209eb2jw1e2njolzavpj.jpg,0,"北京时间3月12日消息，在83版《西游记》中扮演孙悟空的演员六小龄童（章金莱），3月12日早上八点半病逝于浙江绍兴慈济医院，享年53岁。祝愿真正的美猴王，猴哥·一路走好！&nbsp;&nbsp;[流泪][流泪][流泪][流泪][流泪][流泪][流泪]。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;一生很短，要好好珍惜眼前人！[快哭了]〜〜
","He died at 8:30 in the morning on March 12 at the age of 53 at the Tzu Chi Hospital in Shaoxing, Zhejiang. He played Sun Wukong",
45,rumor_images/8e7332d3jw1e4e9wpxqlej20q40iiwhq.jpg,0,"雅安总人口153万， 三星苹果富士康三家共捐款加起来是1亿6000万， 平均分给每个人是105万左右。 现在还在缺物资，缺钱， 各地方各组织各学校还在圈钱。 钱去哪了我们不知道，真的不知道该说啥 。 再加上加多宝集团的一个亿。 还有香港一个亿。我只想问。钱呢。 给老百姓们的钱呢?？
","The three Samsung Apple Foxconn donated a total of 160 million yuan, and the average distribution was about 1.05 million. The total population of Ya'an was 1.53 million",
46,rumor_images/a7caf992jw1e0iniex202j.jpg,0,"最近出现新骗子，让单独带孩子的家长帮忙照相，当家长拿着相机拍照的时候就会出现眩晕。然后孩子就被抱走了。沈阳出现两起，深圳也有妈妈上当。各位爸爸和妈妈们注意下…… 顶起让更多人看到！（糗百网友）
","There are two appeared in Shenyang, and there are also mothers in Shenzhen. When parents take a camera to take pictures, dizziness will appear.",
47,rumor_images/a5a34875jw1e7de21ri8dj20hs0qo0yf.jpg,0,"太恐怖了！[吃榴蓮之後，饮可口可乐，毒過眼鏡蛇] 又一游客--客死泰國异乡... 一位中国游客在泰国旅游的时候，吃了很多榴莲之后又喝了可乐，致咖啡因中毒血压飙升，结果引发心脏病猝死，年仅28岁，泰国有明确规定，食用大量榴莲后，8小时之内是不能饮可口可乐的！ 我在:2东环路
","A Chinese tourist traveled in Thailand, he ate a lot of durian and drank cola. As a result, a sudden death of heart disease was only 28 years old.",
48,rumor_images/6d8450b9jw1e0lc9tl1m5j.jpg,0,"爱心传递，让我们一起见证微博的力量 请帮忙转一下：一个重庆打工者，22岁，叫骆婕，不知道在什么地方，请他速回重庆万州，直接到三峡中心医院。家中失火，父母双亡，弟弟伤势很严重，想见她最后一面。舅舅：18716501803——爱心接力。这个不转对不起自己的良心 （重庆市万州区柱山镇党委罗于平托 )
","Fire in the family, his parents died, his brother was seriously injured, and he wanted to see her last. Love transmission, let's witness the power of Weibo together, please",时-小芝./
49,rumor_images/3e03f049jw1eq90d1dr86j20ml0e3dhb.jpg,0,"让仇和名扬天下的就是这张掀起全国暴力拆迁的著名照片： 一队浩浩荡荡人马在滚滚尘土中奔赴暴力拆迁现场，中间穿皮夹克敞着怀大步流星的宿迁市委(县级市)书记仇和，一边是提着警棍夹着判决书的，另一边是扛着摄像机的，后面是庞大的推土机和各种拆迁机器。准备在对拆迁户施行专政后再实行舆论讨伐。
","Qiu He, on one side, was holding a judgment with a baton, on the other hand with a camera, and behind it was a huge bulldozer and various demolition machines",
50,rumor_images/a03ccce5jw1ehb1axl6wcj20g40c3dgt.jpg,0,"️谁有兴趣领养狗，免费。有罗威，金毛，德牧，土狗，番狗，在七台河马场有个杀狗场，被捣毁。有几百只狗，无人领养就要安乐死，养的打这个电话就可以15804650385，6月15日截止，是免费领养，如领养不了，就麻烦转发一下，救可怜的狗！您的复制粘贴可以拯救无数狗狗生命，请为人类的好朋友，献爱心！
","There are hundreds of dogs, and no one adopt it to be euthanized. You can make a call of 15804650385. It is dead on June 15th.",
